ang1
65.685555
30.611427
62.439156
66.49212
39.964603
66.31717
28.576603
82.84319
59.714836
41.02765
35.692337
12.071105
82.59332
48.317825
47.699802
25.566032
77.64347
31.709301
64.20901
54.96825
4.596786
27.031303
29.879005
27.622898
37.844326
27.798124
45.499683
39.034008
44.3146
39.8464
66.06247
47.443516
54.981617
62.21705
29.103174
43.03651
29.409153
22.59858
39.25432
34.00011
16.121479
36.720722
74.19487
82.386604
53.708794
30.581812
21.283794
71.68249
45.923615
63.874744
33.453747
23.57503
62.91375
23.229898
42.55057
46.45019
35.29437
29.14911
29.636684
22.299894
33.400345
55.013897
28.55955
17.198076
46.06383
27.058178
26.226328
28.27995
26.291832
26.291655
42.097992
21.64492
12.9736185
4.445278
33.87294
32.274376
74.92232
21.575365
28.01398
4.6310463
17.911028
29.368387
7.2899494
55.152775
55.05985
55.75958
47.677296
36.627876
58.14933
57.179153
43.967926
37.206383
58.16324
55.504986
43.435932
39.664627
50.945267
38.52312
50.78144
49.48624
49.15892
56.74628
51.06461
46.407246
57.22457
59.507656
52.958553
37.96054
63.476112
54.215054
96.00345
51.71433
46.207275
61.455368
58.77341
48.014194
46.1708
63.78772
42.919838
52.39082
107.14422
55.83198
50.22783
53.93919
45.012493
45.485928
55.91246
73.41831
90.89936
73.32713
85.73297
55.648582
42.915012
41.062572
49.031345
56.478886
51.12021
45.792934
45.65942
59.021225
53.913868
63.834126
62.874912
41.99024
60.152435
52.908604
40.221294
33.91492
55.241405
43.10493
35.655823
41.623253
61.4982
37.622887
41.16372
45.0202
30.229702
47.379723
36.26023
51.28761
51.21759
26.238867
41.96587
54.94017
48.42232
33.62091
52.480186
29.630697
47.98579
46.86783
53.12173
28.584734
47.627247
42.743595
51.620636
65.10329
50.84501
39.918808
48.134487
45.99354
46.833614
53.06336
58.651432
62.30523
47.538986
109.09058
47.31673
39.12102
51.965374
54.13291
57.86491
42.346252
56.845676
43.15506
52.95291
53.604584
50.151066
50.732212
50.785946
42.49073
45.05407
39.15874
43.610157
43.09938
57.230236
51.430916
65.39602
46.970108
46.162964
84.49076
104.070015
90.72805
74.465775
82.69023
93.17518
79.15275
56.493317
53.418167
59.489483
55.283154
52.51759
61.04937
52.6495
46.98691
44.966663
66.68083
46.961655
69.60105
49.63013
55.864788
20.014751
49.97303
51.341522
38.290314
41.76033
46.85355
53.24161
64.44558
19.459044
58.005863
46.479412
51.738342
51.545387
14.81137
47.85507
40.524033
42.655724
48.49604
58.64206
39.208652
23.23544
27.869928
43.087406
28.04552
53.21896
48.717297
23.185379
24.724596
67.804726
52.54139
49.01237
54.15172
84.680374
54.859093
77.27174
33.589237
67.43435
57.47569
35.209522
55.411274
41.731422
48.950638
64.37898
87.02371
61.89263
71.923744
53.683125
28.060535
37.96845
43.590828
45.262966
46.04329
69.17197
65.04686
42.247784
83.947586
75.96122
65.244835
69.2905
29.822243
90.91323
91.56148
76.997185
80.5527
73.12086
79.34454
83.89304
77.25776
68.787994
89.33225
66.34956
96.44033
75.050804
35.098213
69.92592
86.675835
70.350395
68.48101
70.95147
84.260216
65.62766
65.3279
